,UserId,ProductId,Rating,TimeStamp
5752,A12DLJESJKM1OQ,B000HAQ8EK,4,27-Jul-86
18658,A1435P5AMCPB3X,B00000JDKS,5,19-Jan-02
18659,A1435P5AMCPB3X,B00000JDKT,5,12-Jul-52
18660,A1435P5AMCPB3X,B00000JF4L,5,7-Jan-14
18661,A1435P5AMCPB3X,B000023VQ4,5,17-Jun-30
18662,A1435P5AMCPB3X,B00004I9W2,5,14-Sep-27
18663,A1435P5AMCPB3X,B00004TBBA,5,13-Sep-61
18664,A1435P5AMCPB3X,B00004TBBZ,5,1-Jul-58
18665,A1435P5AMCPB3X,B00005MOZG,4,11-Nov-97
18666,A1435P5AMCPB3X,B00005O784,5,21-Feb-84
18667,A1435P5AMCPB3X,B0000659UN,4,1-Mar-35
18668,A1435P5AMCPB3X,B00006HO3O,4,13-Apr-08
18669,A1435P5AMCPB3X,B00006JPKB,5,11-Dec-22
18670,A1435P5AMCPB3X,B00006LFIQ,4,26-Sep-00
18671,A1435P5AMCPB3X,B00007IFEQ,5,22-Dec-46
18672,A1435P5AMCPB3X,B000087KY8,4,21-Sep-36
18673,A1435P5AMCPB3X,B00008N6XL,4,26-Aug-22
18674,A1435P5AMCPB3X,B00008Y1BX,5,30-Jan-37
18675,A1435P5AMCPB3X,B00009OYA3,5,14-Mar-35
18676,A1435P5AMCPB3X,B00009UT3C,5,4-Nov-12
18677,A1435P5AMCPB3X,B00009ZHVA,5,8-Oct-07
18678,A1435P5AMCPB3X,B0000A2QAS,3,6-Oct-08
18679,A1435P5AMCPB3X,B0000AZK0D,5,10-Feb-23
18680,A1435P5AMCPB3X,B0000TW3RE,1,21-Jan-07
18681,A1435P5AMCPB3X,B0000YKAB0,1,3-Apr-13
18682,A1435P5AMCPB3X,B0001D3K3K,4,16-Sep-74
18683,A1435P5AMCPB3X,B0001FSCTK,5,1-Jul-84
18684,A1435P5AMCPB3X,B0001G0FG2,5,4-Oct-86
18685,A1435P5AMCPB3X,B0001WOSJQ,5,30-Mar-12
18686,A1435P5AMCPB3X,B000204SWE,5,20-May-37
18687,A1435P5AMCPB3X,B000288I4U,5,3-Oct-85
18688,A1435P5AMCPB3X,B0002GV876,5,7-Apr-59
18689,A1435P5AMCPB3X,B00032CAA8,4,13-May-14
18690,A1435P5AMCPB3X,B000779RZA,4,28-Jul-30
18691,A1435P5AMCPB3X,B0007Q3BF8,4,6-Mar-63
18692,A1435P5AMCPB3X,B0007VEGUW,5,12-Jan-63
18693,A1435P5AMCPB3X,B0009RVG7U,3,18-Jul-68
18694,A1435P5AMCPB3X,B000A7B9XK,5,6-Jun-44
18695,A1435P5AMCPB3X,B000AAQQBC,5,30-May-51
18696,A1435P5AMCPB3X,B000AM7I30,4,2-Jul-26
18697,A1435P5AMCPB3X,B000ANLCBI,5,7-Feb-41
18698,A1435P5AMCPB3X,B000AXSGO4,4,12-Aug-08
18699,A1435P5AMCPB3X,B000B41IVA,3,4-Jan-78
18700,A1435P5AMCPB3X,B000BK63K0,4,9-Nov-16
18701,A1435P5AMCPB3X,B000BT2PZS,5,16-Jan-14
18702,A1435P5AMCPB3X,B000COKR2K,5,8-Nov-59
18703,A1435P5AMCPB3X,B000E873QM,5,28-Dec-07
18704,A1435P5AMCPB3X,B000E95SQS,5,27-Jul-18
18705,A1435P5AMCPB3X,B000EF3D64,4,25-Oct-52
18706,A1435P5AMCPB3X,B000EIA0K8,5,8-Jul-22
18707,A1435P5AMCPB3X,B000ELC148,5,26-Dec-77
18708,A1435P5AMCPB3X,B000EUJ1Q0,5,17-Oct-47
18709,A1435P5AMCPB3X,B000F3H9UG,4,23-Nov-22
18710,A1435P5AMCPB3X,B000F7856E,4,24-Sep-56
18711,A1435P5AMCPB3X,B000F9LS0W,5,4-Aug-39
18712,A1435P5AMCPB3X,B000FFRZ1W,4,5-Feb-01
18713,A1435P5AMCPB3X,B000FGEC6C,3,4-Dec-92
18714,A1435P5AMCPB3X,B000FHFIU0,5,2-Sep-10
18715,A1435P5AMCPB3X,B000FNJYZO,5,6-Jan-00
18716,A1435P5AMCPB3X,B000FONSEQ,5,2-Jun-99
18717,A1435P5AMCPB3X,B000GIPHNG,3,5-Aug-03
18718,A1435P5AMCPB3X,B000GIQR0S,3,22-Jun-44
18719,A1435P5AMCPB3X,B000GV1ZZC,5,18-Nov-87
18720,A1435P5AMCPB3X,B000H7CZWM,5,12-Dec-57
18721,A1435P5AMCPB3X,B000H7ECKK,5,20-Jun-13
18722,A1435P5AMCPB3X,B000H7FXHG,5,11-Aug-00
18723,A1435P5AMCPB3X,B000HDMRNS,5,11-Oct-01
18724,A1435P5AMCPB3X,B000HJBERC,4,14-Jan-69
18725,A1435P5AMCPB3X,B000HSCLBG,2,2-Jul-74
18726,A1435P5AMCPB3X,B000HTVHTC,5,23-Nov-95
20092,A149RNR5RH19YY,B00000JBAM,5,28-Jan-62
20093,A149RNR5RH19YY,B00001OPJ1,4,2-Nov-21
20094,A149RNR5RH19YY,B00001P4ZH,5,23-Jun-83
20095,A149RNR5RH19YY,B00002EQCS,4,12-Dec-25
20096,A149RNR5RH19YY,B00003006E,5,19-Jul-39
20097,A149RNR5RH19YY,B00005AW1H,3,20-Jul-07
20098,A149RNR5RH19YY,B00005B8HU,4,27-Feb-96
20099,A149RNR5RH19YY,B00005MNHK,5,14-Feb-44
20100,A149RNR5RH19YY,B00005NBR6,5,21-Jul-44
20101,A149RNR5RH19YY,B00005NWV1,5,2-Nov-27
20102,A149RNR5RH19YY,B00005QIPU,2,10-Jan-97
20103,A149RNR5RH19YY,B000062TTF,5,21-Aug-97
20104,A149RNR5RH19YY,B00006B9HC,4,7-Mar-94
20105,A149RNR5RH19YY,B00006B9HP,4,28-Jul-77
20106,A149RNR5RH19YY,B00006HYKM,2,2-Jun-11
20107,A149RNR5RH19YY,B00006J08P,3,11-Jun-79
20108,A149RNR5RH19YY,B00007EDM0,3,20-Mar-77
20109,A149RNR5RH19YY,B00007KDVI,4,4-Mar-16
20110,A149RNR5RH19YY,B00007KDVJ,3,21-Sep-80
20111,A149RNR5RH19YY,B000085BBN,3,4-Jan-20
20112,A149RNR5RH19YY,B000085BCX,5,30-Apr-22
20113,A149RNR5RH19YY,B000089GN3,5,21-Nov-20
20114,A149RNR5RH19YY,B00008I9K8,4,25-Nov-33
20115,A149RNR5RH19YY,B00008RW8L,5,5-Aug-78
20116,A149RNR5RH19YY,B00008VF63,4,16-Dec-12
20117,A149RNR5RH19YY,B00009APTT,4,16-Feb-31
20118,A149RNR5RH19YY,B00009RL1W,2,4-Apr-33
20119,A149RNR5RH19YY,B0000ABPKG,3,20-Apr-04
20120,A149RNR5RH19YY,B0000BZO6E,3,16-Sep-57
20121,A149RNR5RH19YY,B0000C0XS0,4,19-Feb-17
20122,A149RNR5RH19YY,B0000DFZ67,2,6-Apr-06
20123,A149RNR5RH19YY,B0000DIET2,5,11-Aug-51
20124,A149RNR5RH19YY,B0000DZET4,4,22-Jun-43
20125,A149RNR5RH19YY,B00018BN48,4,5-Oct-76
20126,A149RNR5RH19YY,B0001BRITE,4,31-May-73
20127,A149RNR5RH19YY,B0001DHHI4,4,6-Aug-13
20128,A149RNR5RH19YY,B0001FTVDQ,5,11-Jun-04
20129,A149RNR5RH19YY,B0001G6UGG,4,16-Apr-83
20130,A149RNR5RH19YY,B0001JXAF2,1,15-May-01
20131,A149RNR5RH19YY,B0001PFO3C,1,16-Jul-65
20132,A149RNR5RH19YY,B00026CX6Q,5,25-Mar-12
20133,A149RNR5RH19YY,B0002DV9CS,2,13-Aug-14
20134,A149RNR5RH19YY,B0002DV9DC,5,19-Apr-73
20135,A149RNR5RH19YY,B0002T3UQ0,4,30-Jul-28
20136,A149RNR5RH19YY,B0002UBDDG,5,16-May-65
20137,A149RNR5RH19YY,B00062WV7C,5,2-Feb-26
20138,A149RNR5RH19YY,B00064V6RG,5,15-Nov-92
20139,A149RNR5RH19YY,B00066UTBI,5,19-Dec-96
20140,A149RNR5RH19YY,B0006HPCLY,1,3-Mar-88
20141,A149RNR5RH19YY,B00079PNTM,4,17-Apr-11
20142,A149RNR5RH19YY,B0007IG23Y,1,16-Oct-19
20143,A149RNR5RH19YY,B0007M610Y,4,5-Dec-44
20144,A149RNR5RH19YY,B0007N55OQ,4,6-Feb-19
20145,A149RNR5RH19YY,B0009MFQ1M,4,17-Oct-44
20146,A149RNR5RH19YY,B0009N5MDI,4,19-May-09
20147,A149RNR5RH19YY,B000AMLXHW,4,4-Jul-28
20148,A149RNR5RH19YY,B000ARSLB8,4,10-Dec-02
20149,A149RNR5RH19YY,B000AYJDD6,5,18-Sep-50
20150,A149RNR5RH19YY,B000B622D6,4,25-Jan-55
20151,A149RNR5RH19YY,B000BCDFLS,4,1-Dec-80
20152,A149RNR5RH19YY,B000BGOWIE,4,3-Jul-25
20153,A149RNR5RH19YY,B000BH0X5O,1,16-Feb-27
20154,A149RNR5RH19YY,B000BMP7IW,4,17-Nov-62
20155,A149RNR5RH19YY,B000BO0SGG,4,2-Jul-26
20156,A149RNR5RH19YY,B000BTL0OA,5,19-May-00
20157,A149RNR5RH19YY,B000EUJD3G,4,23-May-90
20158,A149RNR5RH19YY,B000FJJASO,5,14-Feb-03
20159,A149RNR5RH19YY,B000HCMTJG,4,1-Feb-92
31532,A15QYHQH80W30L,B00004TX71,5,29-Sep-81
31533,A15QYHQH80W30L,B00005LE73,1,20-Jul-64
31534,A15QYHQH80W30L,B00005LE76,5,24-Dec-76
31535,A15QYHQH80W30L,B00005LEN4,5,6-Jun-99
31536,A15QYHQH80W30L,B00006I59X,4,25-Aug-15
31537,A15QYHQH80W30L,B00007E89K,5,30-Sep-25
31538,A15QYHQH80W30L,B00007EDZG,3,25-Nov-84
31539,A15QYHQH80W30L,B00009MDBQ,5,11-Jan-00
31540,A15QYHQH80W30L,B00009R88X,5,2-Dec-18
31541,A15QYHQH80W30L,B00009R89C,5,3-Dec-01
31542,A15QYHQH80W30L,B00009R8AF,2,27-Jan-09
31543,A15QYHQH80W30L,B00009R8DD,5,11-Nov-89
31544,A15QYHQH80W30L,B00009R8I4,4,10-Jun-37
31545,A15QYHQH80W30L,B00009R93R,2,3-Dec-30
31546,A15QYHQH80W30L,B00009R94D,5,29-Apr-80
31547,A15QYHQH80W30L,B00009UT18,5,1-Apr-06
31548,A15QYHQH80W30L,B00009UTCD,5,7-Apr-10
31549,A15QYHQH80W30L,B00009WQS1,5,16-Dec-02
31550,A15QYHQH80W30L,B00009XV7A,5,12-Feb-09
31551,A15QYHQH80W30L,B0000EWBIU,5,22-Jun-56
31552,A15QYHQH80W30L,B000144I2G,5,18-Jul-23
31553,A15QYHQH80W30L,B000144I2Q,5,5-Sep-39
31554,A15QYHQH80W30L,B000144I30,5,22-Dec-05
31555,A15QYHQH80W30L,B00015GYU4,5,25-Feb-13
31556,A15QYHQH80W30L,B0001HMFIC,5,27-Feb-74
31557,A15QYHQH80W30L,B00021XIJW,1,23-Dec-23
31558,A15QYHQH80W30L,B0002GFORQ,4,12-Aug-35
31559,A15QYHQH80W30L,B0002J3R2M,3,6-May-07
31560,A15QYHQH80W30L,B0002WT6RY,5,23-Jan-12
31561,A15QYHQH80W30L,B00067WPQY,3,12-Jun-94
31562,A15QYHQH80W30L,B0007DDK7A,5,17-Dec-32
31563,A15QYHQH80W30L,B0007MGG2M,3,18-Nov-30
31564,A15QYHQH80W30L,B0007W1E4W,5,6-Nov-75
31565,A15QYHQH80W30L,B0007XP8GQ,5,18-Sep-04
31566,A15QYHQH80W30L,B0008D76L0,5,3-Nov-76
31567,A15QYHQH80W30L,B0009BX0AM,5,5-Sep-09
31568,A15QYHQH80W30L,B0009JFF0W,5,13-Jun-68
31569,A15QYHQH80W30L,B000BH5OW6,5,12-Apr-69
31570,A15QYHQH80W30L,B000BY52NK,5,8-Feb-21
31571,A15QYHQH80W30L,B000BY52O4,5,28-Jun-07
31572,A15QYHQH80W30L,B000C0QGAQ,5,9-Jun-63
31573,A15QYHQH80W30L,B000CRLBN6,5,11-Aug-46
31574,A15QYHQH80W30L,B000CRUBAA,5,18-Mar-69
31575,A15QYHQH80W30L,B000EE7E10,5,25-Jun-04
31576,A15QYHQH80W30L,B000EM8GDW,3,23-Jan-27
31577,A15QYHQH80W30L,B000EOSHGQ,5,20-Dec-01
31578,A15QYHQH80W30L,B000EWHEM6,1,8-Apr-54
31579,A15QYHQH80W30L,B000F6VRJC,5,21-Apr-37
31580,A15QYHQH80W30L,B000GBERAM,5,27-Oct-76
31581,A15QYHQH80W30L,B000GHXMO8,5,27-Nov-16
31582,A15QYHQH80W30L,B000HI4VHI,3,15-Oct-83
31583,A15QYHQH80W30L,B000HJPK2C,5,9-Aug-92
31584,A15QYHQH80W30L,B000HZBR64,5,21-Jan-44
31585,A15QYHQH80W30L,B000I22ENQ,5,21-Feb-85
85257,A1CPRP3VFJRS1R,B00004X0ZI,5,12-Jul-05
85258,A1CPRP3VFJRS1R,B00004Z7KX,5,14-Jan-27
85259,A1CPRP3VFJRS1R,B00005Y7DQ,5,8-Nov-50
85260,A1CPRP3VFJRS1R,B0000642RX,5,26-Mar-38
85261,A1CPRP3VFJRS1R,B000065UDU,5,20-Dec-69
85262,A1CPRP3VFJRS1R,B000066AX5,1,25-May-85
85263,A1CPRP3VFJRS1R,B00006B6NZ,5,8-Jan-78
85264,A1CPRP3VFJRS1R,B00006B6WS,5,27-Nov-79
85265,A1CPRP3VFJRS1R,B00006B752,1,21-Jan-79
85266,A1CPRP3VFJRS1R,B00006HOE6,1,5-Apr-21
85267,A1CPRP3VFJRS1R,B00006RVPW,5,26-Jun-04
85268,A1CPRP3VFJRS1R,B00008OE6I,5,17-Dec-04
85269,A1CPRP3VFJRS1R,B00008OX06,5,3-Jan-66
85270,A1CPRP3VFJRS1R,B000093US1,1,9-Apr-60
85271,A1CPRP3VFJRS1R,B000093US3,1,28-Dec-43
85272,A1CPRP3VFJRS1R,B00009APTK,4,17-Jul-66
85273,A1CPRP3VFJRS1R,B00009NR0R,5,16-Apr-02
85274,A1CPRP3VFJRS1R,B0000AOWXO,5,26-Aug-82
85275,A1CPRP3VFJRS1R,B0000AZW8X,1,9-Aug-36
85276,A1CPRP3VFJRS1R,B0000D94K0,1,25-Feb-25
85277,A1CPRP3VFJRS1R,B00014M2U6,5,23-Feb-06
85278,A1CPRP3VFJRS1R,B0001CVBRI,4,30-Jul-53
85279,A1CPRP3VFJRS1R,B0001FSCZO,4,5-Jun-19
85280,A1CPRP3VFJRS1R,B0001YFZ46,2,1-Aug-30
85281,A1CPRP3VFJRS1R,B0002I7288,1,20-Jan-68
85282,A1CPRP3VFJRS1R,B0002L5R78,5,20-Dec-08
85283,A1CPRP3VFJRS1R,B0002V8KWM,1,23-Jul-54
85284,A1CPRP3VFJRS1R,B00066IJPQ,1,25-Apr-18
85285,A1CPRP3VFJRS1R,B0007N55OQ,2,7-Jul-44
85286,A1CPRP3VFJRS1R,B0007QKXYU,5,18-Jun-81
85287,A1CPRP3VFJRS1R,B00080O0UI,3,31-May-30
85288,A1CPRP3VFJRS1R,B000819IX6,5,24-Oct-14
85289,A1CPRP3VFJRS1R,B0008G1RWG,2,22-Nov-98
85290,A1CPRP3VFJRS1R,B000A1AQOO,1,10-Dec-63
85291,A1CPRP3VFJRS1R,B000AMLXHW,5,4-Aug-19
85292,A1CPRP3VFJRS1R,B000AMPK8U,2,28-Dec-04
85293,A1CPRP3VFJRS1R,B000AP05BO,5,6-Jan-63
85294,A1CPRP3VFJRS1R,B000CSF6MW,5,6-Mar-38
85295,A1CPRP3VFJRS1R,B000EXS1BS,5,9-Feb-47
85296,A1CPRP3VFJRS1R,B000FKP55U,1,22-Apr-11
85297,A1CPRP3VFJRS1R,B000FL9E6K,5,26-Aug-35
85298,A1CPRP3VFJRS1R,B000GK8LVE,1,15-Jun-94
85299,A1CPRP3VFJRS1R,B000H5E6D0,5,16-Mar-19
99324,A1EKSETIBS9ETQ,B00004SD88,5,24-Oct-26
99325,A1EKSETIBS9ETQ,B00005853Z,4,16-Apr-76
99326,A1EKSETIBS9ETQ,B00005LE6Z,4,8-Dec-06
99327,A1EKSETIBS9ETQ,B00005LEN4,4,9-Jan-63
99328,A1EKSETIBS9ETQ,B00005LEOO,4,28-Nov-37
99329,A1EKSETIBS9ETQ,B00005USA7,4,9-May-83
99330,A1EKSETIBS9ETQ,B0000632G9,4,26-Jul-18
99331,A1EKSETIBS9ETQ,B00006BAXT,4,11-Jun-08
99332,A1EKSETIBS9ETQ,B00006I53A,3,16-Feb-28
99333,A1EKSETIBS9ETQ,B00006LHRV,5,17-May-86
99334,A1EKSETIBS9ETQ,B00007DN1E,1,14-Oct-74
99335,A1EKSETIBS9ETQ,B00007EDZG,4,1-Mar-15
99336,A1EKSETIBS9ETQ,B0000CEOYI,4,30-Apr-72
99337,A1EKSETIBS9ETQ,B0001407XU,4,25-Oct-58
99338,A1EKSETIBS9ETQ,B00019JPRO,3,29-Nov-84
99339,A1EKSETIBS9ETQ,B0001EZN2K,4,1-Aug-02
99340,A1EKSETIBS9ETQ,B0001LS35M,4,3-Jul-76
99341,A1EKSETIBS9ETQ,B0001MKU02,4,26-Jun-79
99342,A1EKSETIBS9ETQ,B00021EE4U,4,5-Jun-96
99343,A1EKSETIBS9ETQ,B00023433U,5,28-Oct-40
99344,A1EKSETIBS9ETQ,B00026WRFI,5,12-Dec-07
99345,A1EKSETIBS9ETQ,B0002ARNUI,4,29-Oct-54
99346,A1EKSETIBS9ETQ,B0002F4FVI,2,2-Jul-88
99347,A1EKSETIBS9ETQ,B0002H0CRW,4,4-Dec-78
99348,A1EKSETIBS9ETQ,B0002UM0JW,5,25-Mar-43
99349,A1EKSETIBS9ETQ,B0002YF48M,5,9-Sep-71
99350,A1EKSETIBS9ETQ,B00030EYSG,5,25-Nov-08
99351,A1EKSETIBS9ETQ,B00065ANYC,3,28-Feb-43
99352,A1EKSETIBS9ETQ,B00067KRTG,5,10-Dec-26
99353,A1EKSETIBS9ETQ,B0006G34ZQ,5,19-Mar-64
99354,A1EKSETIBS9ETQ,B0007OWARU,5,24-Nov-05
99355,A1EKSETIBS9ETQ,B0007TJ5OG,4,6-Jan-09
99356,A1EKSETIBS9ETQ,B0007U00XU,1,8-Feb-46
99357,A1EKSETIBS9ETQ,B00081A2DQ,1,18-Nov-58
99358,A1EKSETIBS9ETQ,B000A42D2O,4,26-Nov-32
99359,A1EKSETIBS9ETQ,B000BD4TH6,5,24-Jul-71
99360,A1EKSETIBS9ETQ,B000BSLTIS,3,31-Jan-57
99361,A1EKSETIBS9ETQ,B000BWY0BC,4,23-Oct-36
99362,A1EKSETIBS9ETQ,B000CC9LS8,5,4-Mar-88
99363,A1EKSETIBS9ETQ,B000E8J3YW,3,10-Apr-84
99364,A1EKSETIBS9ETQ,B000EHYG9K,4,20-Oct-58
99365,A1EKSETIBS9ETQ,B000F1O0X2,4,9-Aug-25
99366,A1EKSETIBS9ETQ,B000FHGONA,5,28-Feb-07
99367,A1EKSETIBS9ETQ,B000FMJLQC,1,9-Sep-04
99368,A1EKSETIBS9ETQ,B000G1Q494,4,28-Feb-22
99369,A1EKSETIBS9ETQ,B000HU2CCC,5,7-Aug-84
99370,A1EKSETIBS9ETQ,B000HZBR64,5,31-Jul-22
99371,A1EKSETIBS9ETQ,B000I202FI,5,6-Jan-96
99372,A1EKSETIBS9ETQ,B000I7YOT8,4,9-Dec-33
104850,A1F9Z42CFF9IAY,B00000JDGO,5,19-Jul-10
104851,A1F9Z42CFF9IAY,B00001WRSJ,2,12-Mar-84
104852,A1F9Z42CFF9IAY,B00004S9WR,4,27-Apr-75
104853,A1F9Z42CFF9IAY,B00004SB92,4,18-Jul-79
104854,A1F9Z42CFF9IAY,B00004TX7E,4,14-Oct-15
104855,A1F9Z42CFF9IAY,B00004WGTA,5,3-Apr-33
104856,A1F9Z42CFF9IAY,B000053HC5,5,26-Oct-85
104857,A1F9Z42CFF9IAY,B00005A9AV,1,25-Dec-05
104858,A1F9Z42CFF9IAY,B00005AWCL,5,5-Jan-01
104859,A1F9Z42CFF9IAY,B00005V63T,4,28-May-58
104860,A1F9Z42CFF9IAY,B00005YTVK,1,21-Feb-16
104861,A1F9Z42CFF9IAY,B000062VUO,4,5-Apr-90
104862,A1F9Z42CFF9IAY,B0000645C9,4,2-Nov-82
104863,A1F9Z42CFF9IAY,B000069K98,3,7-Sep-10
104864,A1F9Z42CFF9IAY,B00006B7DA,5,10-Jan-32
104865,A1F9Z42CFF9IAY,B00006HCCK,5,16-Apr-11
104866,A1F9Z42CFF9IAY,B00007079A,3,22-Mar-56
104867,A1F9Z42CFF9IAY,B000071A7U,4,15-May-51
104868,A1F9Z42CFF9IAY,B00007E7QS,4,14-Feb-10
104869,A1F9Z42CFF9IAY,B00007H08Y,4,11-Sep-98
104870,A1F9Z42CFF9IAY,B000083JZ0,5,23-Jan-33
104871,A1F9Z42CFF9IAY,B00008OE5I,3,14-Feb-30
104872,A1F9Z42CFF9IAY,B00008OE6I,4,14-Mar-60
104873,A1F9Z42CFF9IAY,B00008OTDY,5,16-Mar-02
104874,A1F9Z42CFF9IAY,B000095ISH,3,14-Apr-37
104875,A1F9Z42CFF9IAY,B00009KAPW,1,10-Mar-47
104876,A1F9Z42CFF9IAY,B00009R6TA,5,21-Aug-81
104877,A1F9Z42CFF9IAY,B00009R6WT,4,24-Dec-10
104878,A1F9Z42CFF9IAY,B00009R8AI,2,10-Jan-14
104879,A1F9Z42CFF9IAY,B00009RUCH,5,8-Jan-54
104880,A1F9Z42CFF9IAY,B00009W3TY,5,19-Jul-28
104881,A1F9Z42CFF9IAY,B0000AAAPF,4,24-Nov-38
104882,A1F9Z42CFF9IAY,B0000AKVHF,4,29-Jan-81
104883,A1F9Z42CFF9IAY,B0000AQJ7J,3,2-Apr-13
104884,A1F9Z42CFF9IAY,B0000DFI06,4,26-Jun-13
104885,A1F9Z42CFF9IAY,B0000ULJWS,4,28-Jan-50
104886,A1F9Z42CFF9IAY,B0001976UC,3,1-Oct-23
104887,A1F9Z42CFF9IAY,B0001FTVE0,1,19-Apr-78
104888,A1F9Z42CFF9IAY,B0001FV36E,5,1-Apr-94
104889,A1F9Z42CFF9IAY,B0001I91JM,3,28-Nov-14
104890,A1F9Z42CFF9IAY,B0002ILKMW,3,12-May-05
104891,A1F9Z42CFF9IAY,B0002ILKNQ,3,13-May-68
104892,A1F9Z42CFF9IAY,B0002LEMWE,5,4-Nov-22
104893,A1F9Z42CFF9IAY,B0002QWU3W,1,11-Feb-65
104894,A1F9Z42CFF9IAY,B0002ZH6PU,1,10-Aug-79
104895,A1F9Z42CFF9IAY,B0002ZW5W4,1,19-Jan-84
104896,A1F9Z42CFF9IAY,B00030CHRQ,4,30-Jul-03
104897,A1F9Z42CFF9IAY,B000621N26,5,23-Feb-16
104898,A1F9Z42CFF9IAY,B00062UKIY,5,29-Oct-95
104899,A1F9Z42CFF9IAY,B0006DPNNK,4,22-Oct-74
104900,A1F9Z42CFF9IAY,B0006HBBF0,4,31-Aug-90
104901,A1F9Z42CFF9IAY,B0006Q7FFG,1,9-Oct-89
104902,A1F9Z42CFF9IAY,B00078GLJY,5,2-May-41
104903,A1F9Z42CFF9IAY,B0007MXZB2,5,25-Sep-35
